,Time,Gas,Coins,Action
0,2022-03-21 10:53:21.154703,0.13732708,10238,Swap
0,2022-03-21 11:04:09.918274,0.058340260000000005,0,Swap
0,2022-03-21 11:04:41.300483,0.030978639999999998,10000,Submit
