,Time,Gas,Coins,Action,wallet_ust,wallet_ust_bidbook_bLuna,wallet_ust_bidbook_bETH,wallet_exp_bLuna,wallet_exp_uLuna,wallet_exp_bETH,tx_hash
0,2022-04-06 17:04:31.501026,0,563.270786,Init,54.041406,509.22938,0.0,143247,0,0,
0,2022-04-06 17:05:46.374194,0.12377816,0,Claim,54.041406,509.22938,0.0,3638953,0,0,BB28457D5EF58A00155A752480B9817839D7BAD9993A25FDC1E9165A16019658
0,2022-04-06 17:06:06.018212,0,563.138862,Init,53.909482,509.22938,0.0,3638953,0,0,
0,2022-04-06 17:07:26.299397,0.13620904,3638953,Swap [bLuna],53.909482,509.22938,0.0,0,0,0,4544BF2463CFEAC0C1748273979ACC1A4860CC9CD60D7506A86681CB67DA3CB9
0,2022-04-06 17:07:55.801822,0,563.029755,Init,53.800375,509.22938,0.0,0,3616196,0,
0,2022-04-06 17:09:58.702419,0.05846258,3616196,Swap [uLuna],53.800375,509.22938,0.0,0,3616196,0,F6236F17F7EEFBB0AE222C5BF8884C0B5DF8AB6225BEBB5ED96BFC09E4497BBD
0,2022-04-06 17:10:08.433272,0,952.695883,Init,443.466503,509.22938,0.0,0,0,0,
0,2022-04-06 17:12:55.051712,0.12363846,0,Claim,443.466503,508.915155,0.0,2925,0,0,E6D8BC8F53D6EDBD60492EDE84544FCB0102B08BB013FB8B33C3B545DC30CA44
0,2022-04-06 17:13:53.304721,0,952.249912,Init,443.334757,508.915155,0.0,2925,0,0,
0,2022-04-06 17:15:15.916498,0.12361668,0,Claim,443.334757,505.474032,0.0,35049,0,0,B341774AA0533FA5D810795778114402F1B7FFAA9F877FFF9438600ABE959A23
0,2022-04-06 17:15:44.003572,0,948.6770670000001,Init,443.203035,505.474032,0.0,35049,0,0,
0,2022-04-06 17:16:51.695863,0.13616922,35049,Swap [bLuna],443.203035,505.474032,0.0,0,0,0,3AB5274B75A4D342636F046371FEB4BBF89CB53354BACD42D77222ACAC7ACCCC
0,2022-04-06 17:17:47.953434,0,948.5680050000001,Init,443.093973,505.474032,0.0,0,34865,0,
0,2022-04-06 17:19:48.955010,0.058398120000000005,34865,Swap [uLuna],443.093973,505.474032,0.0,0,34865,0,11F615582A5E3C1B3D2A23AF245DE6B5EFE611F957EE5F2480E9B8F3A84F4BE3
0,2022-04-06 17:19:55.085865,0,952.287132,Init,446.8131,505.474032,0.0,0,0,0,
0,2022-04-06 17:22:32.564369,0.12417636,0,Claim,446.8131,0.0,0.0,605581,0,0,8BBCB8ABD2BC15FE39A33623260C28C1E26857CCBC7C85681A779077793FAEE4
0,2022-04-06 17:23:30.174807,0,446.680767,Init,446.680767,0.0,0.0,605581,0,0,
0,2022-04-06 17:24:50.966431,0.11823372,0,Claim,446.680767,0.0,0.0,4737683,0,0,E8C3A8C9670F670046287DE0065A4328C8E3F162A5B0B283DB37237A3A45FE3A
0,2022-04-06 17:25:49.901994,0,446.554917,Init,446.554917,0.0,0.0,4737683,0,0,
0,2022-04-06 17:27:03.217865,0.13632629999999998,4737683,Swap [bLuna],446.554917,0.0,0.0,0,0,0,1BD8CDD1B1C6C77F8D4534BA337716831F311EB7859318B11EADF72009208A8B
0,2022-04-06 17:27:51.937285,0,446.44572,Init,446.44572,0.0,0.0,0,4709510,0,
0,2022-04-06 17:30:55.820027,0.058465,4709510,Swap [uLuna],446.44572,0.0,0.0,0,4709510,0,AD6504888576446C4C33153A89CA77E1B60B208B0A1554912B97C2D991155561
0,2022-04-06 17:31:03.420426,0,951.133101,Init,951.133101,0.0,0.0,0,0,0,
0,2022-04-06 17:32:23.344303,0.03123582,90000000,Submit,951.133101,900.0,0.0,0,0,0,02590432C03C1ED367252C6815B966AB782BDB42CEFBCF90B000DCEC1A5CAFF1
0,2022-04-06 17:33:19.693585,0,951.102155,Init,51.102155,900.0,0.0,0,0,0,
0,2022-04-06 17:42:00.023238,0,951.102155,Init,51.102155,900.0,0.0,0,0,0,
0,2022-04-06 17:43:17.951872,0.03570182,0,Activate,51.102155,900.0,0.0,0,0,0,87DA41E6BE365FE15D4EA5DD3C7C54E71342E2442EE138ABC95956755EF5770F
0,2022-04-06 17:44:18.597751,0,951.066322,Init,51.066322,900.0,0.0,0,0,0,
0,2022-04-06 18:32:04.073879,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 18:33:30.683395,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 18:34:38.290817,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 18:36:14.034537,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 18:37:15.589093,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 18:38:37.602018,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 18:39:46.107694,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 18:41:15.197351,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 18:42:48.717794,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 18:43:44.637736,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 18:44:40.672681,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 18:46:15.498991,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 18:47:47.808790,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 18:49:05.525066,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 18:50:52.741017,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 18:52:31.931177,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 18:53:22.812953,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 18:54:46.951992,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 18:55:48.938330,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 18:56:30.022776,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 18:57:59.500069,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 18:59:32.882158,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:01:07.270609,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:02:10.345260,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:03:34.295001,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:04:14.670559,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:05:21.967028,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:06:30.605097,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:07:16.719347,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:08:03.281167,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:09:38.983046,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:10:51.270928,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:11:52.035429,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:12:44.324437,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:14:00.390537,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:15:03.210918,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:15:44.276241,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:16:38.296011,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:17:55.855035,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:18:42.228395,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:19:28.744421,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:20:14.942373,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:21:04.980646,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:22:34.268661,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:23:13.332869,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:24:28.453722,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:24:59.597026,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:25:55.447275,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:26:41.720936,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:27:37.451140,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:28:22.560588,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:29:30.080896,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:30:40.123098,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:31:46.479951,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:32:29.793121,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:33:57.348843,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:34:51.723908,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:35:48.295127,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:37:07.203834,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:38:07.410480,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:39:17.763287,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:40:03.842913,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:41:04.535672,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:41:51.671603,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:43:00.792516,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:44:10.835117,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:45:26.407983,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:46:03.887792,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:47:30.518162,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:48:24.893374,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:49:03.602021,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:49:43.537104,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:50:47.752394,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:53:30.804760,0,51.066322,Init,51.066322,0.0,0.0,0,0,0,
0,2022-04-06 19:55:39.294611,0,51.030065,Init,51.030065,0.0,0.0,0,0,0,
0,2022-04-06 19:56:31.504623,0,50.993892,Init,50.993892,0.0,0.0,0,0,0,
0,2022-04-06 19:57:21.582092,0,50.993892,Init,50.993892,0.0,0.0,0,0,0,
0,2022-04-06 19:58:25.065812,0.12009008,0,Claim,50.993892,0.0,0.0,8486473,0,0,7EA5E1F98A71E8970B0633F66A6682CF1D2686000223A59AA11C2691E63431DE
0,2022-04-06 19:58:48.107943,0,50.866009,Init,50.866009,0.0,0.0,8486473,0,0,
0,2022-04-06 20:00:16.582228,0.13629352,8486473,Swap [bLuna],50.866009,0.0,0.0,0,0,0,79AF168A9E380F194BB69B3EE2929F2452F4328B927656F3197669A48B6E799D
0,2022-04-06 20:00:44.260577,0,50.756839,Init,50.756839,0.0,0.0,0,8475166,0,
0,2022-04-06 20:03:21.148249,0.05846192,8475166,Swap [uLuna],50.756839,0.0,0.0,0,8475166,0,DF3F058B90AA6B1D4A88FEBFEB88CD3ECE277EC1C98E60CA152AFDFB16192F89
0,2022-04-06 20:03:29.506806,0,968.193458,Init,968.193458,0.0,0.0,0,0,0,
0,2022-04-06 21:21:14.184156,0,968.193458,Init,968.193458,0.0,0.0,0,0,0,
0,2022-04-06 21:21:53.693771,0.03124726,10000000,Submit,968.193458,100.0,0.0,0,0,0,0561CDC6F4CBB1F1525D0DEAB981345B7459831274BD05CB30A374204EFE17CE
0,2022-04-06 21:22:22.758718,0,968.162492,Init,868.162492,100.0,0.0,0,0,0,
0,2022-04-06 21:25:16.241501,0,968.162492,Init,868.162492,100.0,0.0,0,0,0,
0,2022-04-06 21:31:34.242357,0,968.162492,Init,868.162492,100.0,0.0,0,0,0,
0,2022-04-06 21:32:14.655924,0.03565056,0,Activate,868.162492,100.0,0.0,0,0,0,DA8DAF30507934529F7420E0404BB7E856694E4FE28829BB4C2FA33FE404B809
0,2022-04-06 21:32:34.936432,0,968.126723,Init,868.126723,100.0,0.0,0,0,0,
