,Time,Gas,Coins,Action,wallet_ust,wallet_ust_bidbook_bLuna,wallet_ust_bidbook_bETH,wallet_exp_bLuna,wallet_exp_uLuna,wallet_exp_bETH,tx_hash
0,2022-04-01 18:03:43.557860,0.12378388,0,Claim,20.27322,9.953529,10.0,440,0,0,101CF8913BA381E0017CD70C750743BD98609045878DC1C4BB95C7B323DF63F7
0,2022-04-01 18:04:40.552898,0,40.094837,Init,20.141308,9.953529,10.0,440,0,0,
0,2022-04-01 18:06:35.636040,0.1371832,440,Swap [bLuna],20.141308,9.953529,10.0,0,0,0,9B1A077E0B567F371D665B9B8BC0115B2FF37F880EA757C19987A108BECE884C
0,2022-04-01 18:06:52.627709,0,30.031411,Init,20.031411,0.0,10.0,0,437,0,
0,2022-04-01 18:07:50.461939,0.11812108,0,Claim,20.031411,0.0,10.0,94545,437,0,2DF8FCFCFE25CCD600C9BC0992B676FAF4C776572A12AEBE71D41AD628E3E5F4
0,2022-04-01 18:08:18.321131,0,29.905667,Init,19.905667,0.0,10.0,94545,437,0,
0,2022-04-01 18:09:44.275859,0.13627504000000001,94545,Swap [bLuna],19.905667,0.0,10.0,0,437,0,3C5F719D56C04CE3454BA394780051BC721B16F20989E65139E1FFC85ED946FA
0,2022-04-01 18:10:10.380629,0,29.796512,Init,19.796512,0.0,10.0,0,94443,0,
0,2022-04-01 18:12:29.326136,0.058395260000000004,94443,Swap [uLuna],19.796512,0.0,10.0,0,94443,0,3BAAF296F7CE4F3850FD570EBFFBCF475AB19D85EFB8F38AD9F750FBFBE90D75
0,2022-04-01 18:12:49.822355,0,39.759515,Init,29.759515,0.0,10.0,0,0,0,
0,2022-04-01 18:13:50.338567,0.031108880000000002,1000000,Submit,29.759515,10.0,10.0,0,0,0,BFA8DF31C5EC7D88CDD995F56950888F19C3AB535EDA10FEE7AC7A9E65DF7C2C
0,2022-04-01 18:15:00.655546,0,39.728691999999995,Init,19.728692,10.0,10.0,0,0,0,
0,2022-04-01 18:23:29.851392,0,39.728691999999995,Init,19.728692,10.0,10.0,0,0,0,
0,2022-04-01 18:25:33.206794,0.03328314,0,Activate,19.728692,10.0,10.0,0,0,0,B10FC970628C7DA7892877F0AB8B5ED52C89DD08AEC9953A8835073575FB0B42
0,2022-04-01 18:26:30.640553,0,39.695497,Init,19.695497,10.0,10.0,0,0,0,
