,Time,Gas,Coins,Action,wallet_ust,wallet_ust_bidbook_bLuna,wallet_ust_bidbook_bETH,wallet_exp_bLuna,wallet_exp_uLuna,wallet_exp_bETH,tx_hash
0,2022-04-05 18:08:09.324622,0.12398408,0,Claim,17.455334,7.647018,10.0,130,0,0,E9750C86D5331FAA78C4BB185EF36F022FBB4ED1DB2D60ACD8514A89FA840FE8
0,2022-04-05 18:08:59.139538,0,34.970220999999995,Init,17.323203,7.647018,10.0,130,0,0,
0,2022-04-05 18:10:36.152919,0.1362328,130,Swap [bLuna],17.323203,7.647018,10.0,0,0,0,DB4FE9F32FD9A06F965584F5BB87A5EF2B1019A5385B4937B174081E2E9751FB
0,2022-04-05 18:11:23.661641,0,34.861101,Init,17.214083,7.647018,10.0,0,130,0,
0,2022-04-05 18:12:50.323557,0.05830726,130,Swap [uLuna],17.214083,7.647018,10.0,0,130,0,92850C63FC3F6F8EF5888C976F5718E1392685A08D570BDF1CF5EEEBD6B0A719
0,2022-04-05 18:13:05.491114,0,34.830855,Init,17.183837,7.647018,10.0,0,0,0,
0,2022-04-05 21:27:56.137535,0,34.830855,Init,17.183837,7.647018,10.0,0,0,0,
0,2022-04-05 23:23:17.345280,0,967.830855,Init,950.183837,7.647018,10.0,0,0,0,
0,2022-04-05 23:24:21.649608,0,967.7949,Init,957.7949,0.0,10.0,0,0,0,
0,2022-04-05 23:25:06.221965,0,967.7949,Init,957.7949,0.0,10.0,0,0,0,
0,2022-04-05 23:26:04.868272,0.0312829,90000000,Submit,957.7949,900.0,10.0,0,0,0,E3F4155253CC35289DF11DBAC039FB88F02D02A05246C73F9010B488A9F612B0
0,2022-04-05 23:27:05.695925,0,967.763895,Init,57.763895,900.0,10.0,0,0,0,
0,2022-04-05 23:35:38.570474,0,967.763895,Init,57.763895,900.0,10.0,0,0,0,
0,2022-04-05 23:37:01.315461,0.03577222,0,Activate,57.763895,900.0,10.0,0,0,0,4C19762AB6E4109B2ACC2F242A550E096DCC198FDA86E57B70C3DE603D85D439
0,2022-04-05 23:37:28.971731,0,967.727993,Init,57.727993,900.0,10.0,0,0,0,
