,Time,Gas,Coins,Action,wallet_ust,wallet_ust_bidbook_bLuna,wallet_ust_bidbook_bETH,wallet_exp_bLuna,wallet_exp_uLuna,wallet_exp_bETH,tx_hash
0,2022-03-30 16:34:57.821313,0,35.216083,Init,15.216083,10.0,10.0,94106,0,0,
0,2022-03-30 21:04:26.359265,0.07884205999999999,0,Claim,15.216083,0.0,4.817192,0,0,1543,D8D520F247BDA6C554F08ADDF2AFB343ADD97F27661BE488D23821D0D60F3FDF
0,2022-03-30 21:05:52.431617,0.0922526,1543,Swap [bETH],15.216083,0.0,4.817192,0,0,0,A04F5804FC091596B4048D848FE1F39928C0C0164A5B4AF3876B1BAD1AFB1DB1
0,2022-03-30 21:08:20.924326,0,44.57333,Init,29.756138,10.0,4.817192,0,0,0,
