,Time,Gas,Coins,Action,wallet_ust,wallet_ust_bidbook_bLuna,wallet_ust_bidbook_bETH,wallet_exp_bLuna,wallet_exp_uLuna,wallet_exp_bETH,tx_hash
0,2022-03-29 06:04:56.446930,0.12398628,0,Claim,40.19698,8.880075,0.016595,1728,0,0,8F3193670FDBE6036EA506329B7B517493B2780622245D3A32CCBD16036EA369
0,2022-03-29 06:05:22.562067,0,48.961508,Init,40.064838,8.880075,0.016595,1728,0,0,
0,2022-03-29 06:06:52.877464,0.13621894,1728,Swap [bLuna],40.064838,8.880075,0.016595,0,0,0,624F7E73EE5A759AD1AF39606E2262FD7E619709BFD8F2B0593D867256F0E178
0,2022-03-29 06:08:00.770415,0,48.852399,Init,39.955729,8.880075,0.016595,0,1717,0,
0,2022-03-29 06:11:02.020011,0,48.852399,Init,39.955729,8.880075,0.016595,0,1717,0,
0,2022-03-29 06:13:15.652691,0.0582989,1717,Swap [uLuna],39.955729,8.880075,0.016595,0,1717,0,E0A0602C0D057F882B59706E5C68EB83460D16C5E2BB8B9FC3061EB2C136018A
0,2022-03-29 06:13:36.850386,0,48.983505,Init,40.086835,8.880075,0.016595,0,0,0,
0,2022-03-29 06:58:01.804317,0.12400652000000001,0,Claim,40.086835,6.082983,0.016595,26947,0,0,061AE9F95CE484F5E316611A11CE71C4C5E94A682A177758F40EB3D68FB14F49
0,2022-03-29 06:58:37.247800,0,46.054257,Init,39.954679,6.082983,0.016595,26947,0,0,
0,2022-03-29 07:00:10.933617,0.13625326000000001,26947,Swap [bLuna],39.954679,6.082983,0.016595,0,0,0,F261B578FAAA631AB49B1170D943D1DAF98B1D106E08BF39DDC134EF625AD358
0,2022-03-29 07:00:27.778051,0,45.945114000000004,Init,39.845536,6.082983,0.016595,0,26740,0,
0,2022-03-29 07:02:30.341922,0.05836666,26740,Swap [uLuna],39.845536,6.082983,0.016595,0,26740,0,7FEB833F6B1D3C45322615BB964F37A908A7BDA029AFAB69C340BF0E6BAE8095
