,Time,Gas,Coins,Action,wallet_ust,wallet_ust_bidbook_bLuna,wallet_ust_bidbook_bETH,wallet_exp_bLuna,wallet_exp_uLuna,wallet_exp_bETH,tx_hash
0,2022-03-30 17:40:25.407786,0,34.734335,Init,14.734335,10.0,10.0,96222,0,0,
0,2022-03-30 17:42:04.161990,0.13626536,96222,Swap [bLuna],14.734335,10.0,10.0,0,0,0,9577D548B1BB62696EC38C91EB276C82FCCC828E482BF6B5689A0CF807DB99AC
0,2022-03-30 17:43:01.417601,0,34.625188,Init,14.625188,10.0,10.0,0,95664,0,
0,2022-03-30 17:44:25.351012,0.058395260000000004,95664,Swap [uLuna],14.625188,10.0,10.0,0,95664,0,1AACB402AB27DD019C2908F384B28BC0083DA189E3297A054523ACD2107C0409
0,2022-03-30 17:44:54.201766,0,44.671372000000005,Init,24.671372,10.0,10.0,0,0,0,
0,2022-03-30 21:06:55.529805,0.0310992,1000000,Submit,24.671372,10.0,4.817192,0,0,0,7483D0563359564748CB03E755C7CAF537340765B0C4B9BFD71D9151EB8551AC
0,2022-03-30 21:07:41.626366,0,34.542518,Init,19.725326,10.0,4.817192,0,0,0,
0,2022-03-30 21:09:15.598267,0.11916916000000001,0,Claim,19.725326,10.0,4.817192,93143,0,0,D3A6C08FA571611BD5ADEF6CA7F31E31E8BC78F0053A0B9FE1A7A11602EECFCE
0,2022-03-30 21:10:00.798523,0,34.415632,Init,19.59844,10.0,4.817192,93143,0,0,
0,2022-03-30 21:16:53.592367,0,34.415632,Init,19.59844,10.0,4.817192,93143,0,0,
0,2022-03-30 21:18:13.416175,0.03310362,0,Activate,19.59844,10.0,4.817192,93143,0,0,3C32BD47AAC85F3E35490CF6A242D62C5F8653D80A8CC79BF275065934859F7B
0,2022-03-30 21:19:05.937027,0,34.382616,Init,19.565424,10.0,4.817192,93143,0,0,
0,2022-03-30 21:20:23.374586,0.13626294,93143,Swap [bLuna],19.565424,10.0,4.817192,0,0,0,C54A139144F71CCDC26919CD08437777E73B4F319E6F73A6F6865CB3982E5165
0,2022-03-30 21:20:54.698281,0,34.273465,Init,19.456273,10.0,4.817192,0,92610,0,
0,2022-03-30 21:23:12.143325,0.05838008,92610,Swap [uLuna],19.456273,10.0,4.817192,0,92610,0,3151738189CE46A1DAD7FE4B0021638C52CCF7016EF8742EFDA16B70E71FF3DB
0,2022-03-30 21:23:34.135595,0,44.247929,Init,29.430737,10.0,4.817192,0,0,0,
0,2022-03-30 23:07:06.768754,0.03110646,1000000,Submit,29.430737,10.0,4.817192,0,0,0,4056845DC2E60CEF85FB9AB38D4E589B97A416203518D86A90094F8A7F2DE335
0,2022-03-30 23:08:24.443309,0,34.217117,Init,19.399925,10.0,4.817192,0,0,0,
0,2022-03-30 23:09:31.104946,0.11916146000000001,0,Claim,19.399925,10.0,4.817192,94305,0,0,A1324E2FD344359C4C36DCD2C1F46AAB038CDF38EB52D8DD0D256E88077429E2
0,2022-03-30 23:10:35.700268,0,34.090239,Init,19.273047,10.0,4.817192,94305,0,0,
0,2022-03-30 23:16:40.884819,0,34.090239,Init,19.273047,10.0,4.817192,94305,0,0,
0,2022-03-30 23:18:13.868365,0.03312782,0,Activate,19.273047,10.0,4.817192,94305,0,0,BD619BD4256AC64A5033C0EDED2A83A33107AABD8AD3D60387549CB373A5182C
0,2022-03-30 23:18:40.388422,0,34.057214,Init,19.240022,10.0,4.817192,94305,0,0,
0,2022-03-30 23:20:06.401713,0.13627944,94305,Swap [bLuna],19.240022,10.0,4.817192,0,0,0,F9190CEEF937411AF6A9965DA55475561178ED5B4AFF5269FF4B6E665043091F
0,2022-03-30 23:20:56.476571,0,33.948056,Init,19.130864,10.0,4.817192,0,93707,0,
0,2022-03-30 23:22:57.821327,0.058356319999999996,93707,Swap [uLuna],19.130864,10.0,4.817192,0,93707,0,752F761994D15ECC66F70A1F8A64D35412C8934C5185859665BDD5165E03C18F
0,2022-03-30 23:23:19.940825,0,43.93483,Init,29.117638,10.0,4.817192,0,0,0,
