,Time,Gas,Coins,Action,wallet_ust,wallet_ust_bidbook_bLuna,wallet_ust_bidbook_bETH,wallet_exp_bLuna,wallet_exp_uLuna,wallet_exp_bETH
0,2022-03-24 00:08:58.948711,0.009558120000000002,0,Claim,1.34462,0.01388,0.018538,143,0,0
0,2022-03-24 00:10:30.376537,0.07875955999999999,0,Claim,1.34462,0.01388,0.018538,143,0,27
0,2022-03-24 00:11:38.777909,0.09211180000000001,27,Swap,1.34462,0.01388,0.018538,143,0,0
0,2022-03-24 21:39:59.044024,0,0.528762,Init,0.410276,0.1,0.018486,0,289,0,
